track_name,artist_name,genre,artist_country,release_year,release_month,streams,popularity,duration_ms,danceability,energy,valence,tempo,acousticness,loudness,speechiness,mood,duration_min
Broken Clocks,SZA,R&B,US,2023,10,1542640,86,193599,0.453,0.664,0.741,114.7,0.404,-3.38,0.333,Romantic,3.23
Dil Se,A.R. Rahman,Bollywood,IN,2021,3,11271825,98,215642,0.533,0.584,0.437,72.2,0.109,-7.08,0.097,Melancholic,3.59
The Scientist,Coldplay,Rock/Pop,GB,2023,9,5702714,92,178594,0.8,0.856,0.323,123.5,0.265,-9.02,0.107,Melancholic,2.98
Balam Pichkari,Vishal-Shekhar,Bollywood,IN,2021,5,3688744,68,235242,0.517,0.811,0.649,121.0,0.128,-5.33,0.147,Chill,3.92
One Dance,Drake,Hip-Hop,CA,2022,5,9098749,93,215873,0.84,0.541,0.595,96.7,0.069,-16.26,0.222,Happy,3.6
White Iverson,Post Malone,Hip-Hop/Pop,US,2023,3,4191506,98,206962,0.605,0.461,0.369,91.9,0.495,-8.83,0.091,Happy,3.45
Hotline Bling,Drake,Hip-Hop,CA,2022,1,3519047,88,250628,0.461,0.715,0.638,139.2,0.088,-5.94,0.211,Chill,4.18
Blue Jeans,Lana Del Rey,Indie-Pop,US,2022,6,6080817,76,240367,0.39,0.493,0.433,119.5,0.216,-2.45,0.127,Melancholic,4.01
Psycho,Post Malone,Hip-Hop/Pop,US,2019,3,10237091,76,233325,0.596,0.861,0.677,121.7,0.175,-1.36,0.262,Melancholic,3.89
Butter,BTS,K-Pop,KR,2021,9,2498938,87,204509,0.404,0.506,0.655,163.3,0.443,-10.69,0.022,Sad,3.41
Love Story,Taylor Swift,Pop,US,2019,4,5417127,97,236889,0.439,0.29,0.399,120.5,0.737,-5.92,0.055,Motivational,3.95
Sunflower,Post Malone,Hip-Hop/Pop,US,2020,4,5093268,85,239530,0.534,0.508,0.606,118.4,0.038,-8.64,0.098,Hype,3.99
Bass Rani,Nucleya,Electronic,IN,2018,11,37761855,78,245957,0.766,0.82,0.669,125.9,0.118,-1.77,0.186,Motivational,4.1
DNA,Kendrick Lamar,Hip-Hop,US,2023,10,2117591,96,216715,0.745,0.765,0.618,145.2,0.167,-10.95,0.155,Romantic,3.61
Starboy,The Weeknd,R&B/Pop,CA,2021,2,7673422,100,203270,0.716,0.688,0.766,156.1,0.6,-9.69,0.104,Sad,3.39
Castle on the Hill,Ed Sheeran,Pop,GB,2023,5,6473990,86,189200,0.352,0.864,0.182,139.7,0.164,-1.15,0.064,Happy,3.15
Boy With Luv,BTS,K-Pop,KR,2022,9,1871761,79,189113,0.781,0.501,0.251,109.6,0.329,-5.48,0.366,Hype,3.15
Summertime Sadness,Lana Del Rey,Indie-Pop,US,2020,11,1928493,82,217644,0.906,0.437,0.712,138.9,0.333,-10.96,0.078,Romantic,3.63
Psycho,Post Malone,Hip-Hop/Pop,US,2018,2,10161290,86,249830,0.672,0.817,0.419,122.3,0.189,-9.79,0.118,Energetic,4.16
Kusu Kusu,Nucleya,Electronic,IN,2018,11,4365667,88,186411,0.678,0.835,0.646,106.6,0.222,-4.34,0.472,Melancholic,3.11
Kun Faya Kun,A.R. Rahman,Bollywood,IN,2023,7,3093271,72,198473,0.71,0.299,0.533,101.7,0.227,-7.26,0.186,Melancholic,3.31
Rang De Basanti,A.R. Rahman,Bollywood,IN,2023,12,13166847,81,227592,0.513,0.407,0.197,95.6,0.094,-9.68,0.051,Sad,3.79
Shake It Off,Taylor Swift,Pop,US,2018,8,6612825,89,151375,0.531,0.577,0.575,116.2,0.125,-7.97,0.048,Motivational,2.52
Blinding Lights,The Weeknd,R&B/Pop,CA,2018,1,2267931,79,218335,0.814,0.68,0.495,111.1,0.419,-7.57,0.319,Energetic,3.64
Castle on the Hill,Ed Sheeran,Pop,GB,2018,10,5767599,83,239416,0.576,0.612,0.423,152.4,0.269,-3.15,0.113,Romantic,3.99
Thinking Out Loud,Ed Sheeran,Pop,GB,2021,8,10321561,91,215329,0.535,0.69,0.132,93.4,0.586,-3.93,0.152,Sad,3.59
Adore You,Harry Styles,Pop,GB,2018,7,6854161,85,239517,0.486,0.47,0.692,119.0,0.222,-7.31,0.297,Melancholic,3.99
Bass Rani,Nucleya,Electronic,IN,2023,12,2064649,67,204743,0.359,0.771,0.234,86.8,0.542,-8.77,0.078,Melancholic,3.41
Kill Bill,SZA,R&B,US,2023,2,2911128,69,247534,0.666,0.674,0.739,77.9,0.111,-13.84,0.27,Motivational,4.13
Dynamite,BTS,K-Pop,KR,2020,11,7567129,83,221077,0.562,0.569,0.083,177.2,0.111,-12.32,0.107,Chill,3.68
Roja,Ilaiyaraaja,Bollywood,IN,2020,8,1860404,74,206338,0.228,0.714,0.656,124.1,0.161,-9.3,0.229,Sad,3.44
Balam Pichkari,Vishal-Shekhar,Bollywood,IN,2021,3,4158041,85,231121,0.277,0.491,0.595,146.7,0.366,-2.48,0.046,Romantic,3.85
HUMBLE,Drake,Hip-Hop,CA,2022,5,3627634,75,228661,0.738,0.663,0.457,146.6,0.588,-1.83,0.069,Energetic,3.81
Barso Re,Shreya Ghoshal,Bollywood,IN,2018,9,1573616,73,224432,0.31,0.497,0.572,106.3,0.372,-5.08,0.052,Energetic,3.74
Galliyan,Pritam,Bollywood,IN,2018,10,3677440,74,194863,0.85,0.743,0.442,121.4,0.09,-12.51,0.207,Sad,3.25
Kusu Kusu,Nucleya,Electronic,IN,2018,5,2609939,77,149452,0.309,0.679,0.528,158.5,0.087,-7.4,0.049,Romantic,2.49
Don't Start Now,Dua Lipa,Pop,GB,2021,11,1883131,69,199306,0.379,0.63,0.388,107.3,0.05,-1.32,0.195,Energetic,3.32
The Scientist,Coldplay,Rock/Pop,GB,2019,10,5170051,96,180961,0.469,0.458,0.311,128.2,0.419,-8.94,0.028,Chill,3.02
Jai Ho,A.R. Rahman,Bollywood,IN,2019,11,5227648,100,182405,0.36,0.669,0.692,102.6,0.219,-7.56,0.232,Happy,3.04
Todo,Nucleya,Electronic,IN,2023,9,4308236,69,161880,0.346,0.85,0.258,103.7,0.11,-12.73,0.111,Melancholic,2.7
Teri Meri,Shreya Ghoshal,Bollywood,IN,2020,2,4857941,74,201030,0.886,0.673,0.587,145.3,0.556,-4.76,0.054,Romantic,3.35
Love Galore,SZA,R&B,US,2020,6,2548288,86,211057,0.304,0.455,0.854,126.8,0.599,-12.42,0.387,Energetic,3.52
bad guy,Billie Eilish,Alt-Pop,US,2020,10,3723484,93,203672,0.598,0.882,0.642,162.6,0.413,-5.64,0.195,Melancholic,3.39
Dil Se,A.R. Rahman,Bollywood,IN,2021,8,4334706,78,241379,0.639,0.285,0.129,85.0,0.161,-5.84,0.217,Motivational,4.02
Agni Natchathiram,Ilaiyaraaja,Bollywood,IN,2023,10,3200160,71,213567,0.984,0.826,0.581,95.1,0.223,-10.2,0.026,Energetic,3.56
Broken Clocks,SZA,R&B,US,2020,6,2751107,74,199158,0.687,0.482,0.456,79.9,0.437,-8.67,0.018,Sad,3.32
Yellow,Coldplay,Rock/Pop,GB,2020,4,3291963,78,242604,0.885,0.887,0.534,128.6,0.594,-11.55,0.16,Romantic,4.04
Adore You,Harry Styles,Pop,GB,2020,3,6441271,86,262946,0.588,0.401,0.571,114.0,0.217,-1.34,0.151,Motivational,4.38
Born To Die,Lana Del Rey,Indie-Pop,US,2021,6,16919752,87,194869,0.532,0.644,0.703,113.1,0.356,-10.64,0.283,Chill,3.25
Blue Jeans,Lana Del Rey,Indie-Pop,US,2018,3,5786982,91,197616,0.606,0.85,0.764,117.8,0.362,-7.11,0.046,Melancholic,3.29
Perfect,Ed Sheeran,Pop,GB,2022,4,2767433,81,242849,0.737,0.083,0.426,123.8,0.375,-5.88,0.111,Chill,4.05
Anti-Hero,Taylor Swift,Pop,US,2018,9,29214140,93,197834,0.764,0.424,0.202,149.1,0.392,-12.98,0.276,Happy,3.3
Broken Clocks,SZA,R&B,US,2021,10,2299413,81,283551,0.319,0.524,0.289,124.1,0.234,-8.92,0.282,Romantic,4.73
After Hours,The Weeknd,R&B/Pop,CA,2020,9,6050614,100,225848,0.646,0.532,0.447,100.8,0.211,-10.48,0.091,Hype,3.76
Hotline Bling,Drake,Hip-Hop,CA,2021,4,9067141,95,219661,0.445,0.427,0.392,131.0,0.137,-6.5,0.153,Chill,3.66
HUMBLE,Drake,Hip-Hop,CA,2022,9,4779153,93,220741,0.37,0.144,0.504,89.6,0.659,-2.34,0.155,Melancholic,3.68
Senorita,Vishal-Shekhar,Bollywood,IN,2022,1,3228652,67,182120,0.533,0.811,0.492,99.6,0.422,-9.88,0.158,Romantic,3.04
Thalapathi Theme,Ilaiyaraaja,Bollywood,IN,2022,3,647446,61,183748,0.668,0.744,0.369,128.4,0.59,-12.21,0.327,Hype,3.06
The Scientist,Coldplay,Rock/Pop,GB,2022,10,5975050,77,172809,0.853,0.403,0.413,104.9,0.302,-9.32,0.247,Energetic,2.88
Video Games,Lana Del Rey,Indie-Pop,US,2018,4,5215761,77,228775,0.938,0.55,0.486,147.5,0.081,-7.65,0.051,Hype,3.81
bad guy,Billie Eilish,Alt-Pop,US,2020,6,4047353,84,234509,0.706,0.415,0.474,106.8,0.048,-6.74,0.416,Romantic,3.91
Save Your Tears,The Weeknd,R&B/Pop,CA,2022,6,4105770,89,190858,0.5,0.572,0.826,129.9,0.109,-4.98,0.059,Sad,3.18
Born To Die,Lana Del Rey,Indie-Pop,US,2018,1,6960050,64,179417,0.302,0.555,0.657,124.4,0.364,-9.79,0.379,Motivational,2.99
Kabira,Pritam,Bollywood,IN,2023,5,3061666,87,202767,0.717,0.197,0.564,130.6,0.271,0.22,0.136,Chill,3.38
Broken Clocks,SZA,R&B,US,2022,3,3844902,90,207257,0.776,0.605,0.861,135.7,0.32,-8.17,0.155,Sad,3.45
Senorita,Vishal-Shekhar,Bollywood,IN,2022,11,12114627,78,129809,0.434,0.242,0.71,137.1,0.529,-8.66,0.196,Melancholic,2.16
Boy With Luv,BTS,K-Pop,KR,2021,4,6365196,86,217374,0.685,0.413,0.546,102.7,0.186,-8.54,0.109,Sad,3.62
Physical,Dua Lipa,Pop,GB,2021,8,5845518,86,189256,0.378,0.645,0.254,163.9,0.103,1.06,0.212,Happy,3.15
Butter,BTS,K-Pop,KR,2021,3,8964245,97,229275,0.725,0.125,0.674,122.7,0.469,-9.62,0.047,Romantic,3.82
Cruel Summer,Taylor Swift,Pop,US,2023,5,9373624,94,175430,0.619,0.371,0.647,120.2,0.298,-3.33,0.065,Romantic,2.92
One Dance,Drake,Hip-Hop,CA,2019,6,6153372,89,245023,0.712,0.546,0.619,118.3,0.234,-7.72,0.113,Melancholic,4.08
Ocean Eyes,Billie Eilish,Alt-Pop,US,2020,12,7643664,100,187561,0.791,0.716,0.465,130.3,0.188,-5.97,0.282,Melancholic,3.13
Born To Die,Lana Del Rey,Indie-Pop,US,2021,4,4654764,64,234919,0.46,0.748,0.933,126.7,0.187,-7.71,0.14,Energetic,3.92
As It Was,Harry Styles,Pop,GB,2019,1,4698747,88,245127,0.22,0.514,0.445,138.9,0.6,-11.79,0.405,Energetic,4.09
Broken Clocks,SZA,R&B,US,2019,3,4166557,92,221507,0.848,0.689,0.794,130.0,0.259,-8.25,0.119,Happy,3.69
Good Days,SZA,R&B,US,2018,3,2098886,69,259132,0.839,0.772,0.736,101.6,0.478,-4.09,0.017,Chill,4.32
Viva la Vida,Coldplay,Rock/Pop,GB,2021,10,6615333,77,231965,0.76,0.964,0.42,107.5,0.304,-5.24,0.08,Happy,3.87
Teri Meri,Shreya Ghoshal,Bollywood,IN,2019,8,8656919,65,171971,0.538,0.24,0.607,68.6,0.195,-12.02,0.227,Hype,2.87
Young and Beautiful,Lana Del Rey,Indie-Pop,US,2019,7,2108903,86,207660,0.604,0.787,0.658,140.8,0.205,-11.46,0.072,Energetic,3.46
Good Days,SZA,R&B,US,2022,11,9021939,89,260011,0.632,0.483,0.604,103.3,0.288,-9.45,0.168,Chill,4.33
Fix You,Coldplay,Rock/Pop,GB,2021,10,3463810,84,180529,0.38,0.723,0.732,119.4,0.188,-15.45,0.024,Melancholic,3.01
Ocean Eyes,Billie Eilish,Alt-Pop,US,2021,3,5550417,68,210375,0.583,0.57,0.351,144.8,0.089,-12.95,0.037,Melancholic,3.51
Ae Dil Hai Mushkil,Arijit Singh,Bollywood,IN,2022,9,6742037,89,216023,0.693,0.37,0.416,84.3,0.538,-6.3,0.268,Sad,3.6
Laugh Now Cry Later,Drake,Hip-Hop,CA,2018,3,2850215,92,197106,0.635,0.883,0.249,123.3,0.066,-6.22,0.293,Hype,3.29
Mouna Ragam,Ilaiyaraaja,Bollywood,IN,2018,9,2663692,66,160345,0.762,0.37,0.324,116.1,0.389,-7.17,0.343,Melancholic,2.67
Blank Space,Taylor Swift,Pop,US,2023,3,12424401,94,264599,0.671,0.63,0.436,97.9,0.639,-3.72,0.008,Happy,4.41
Golden,Harry Styles,Pop,GB,2021,6,2487685,77,174622,0.52,0.361,0.667,137.4,0.302,-8.32,0.033,Happy,2.91
DNA,BTS,K-Pop,KR,2019,8,6450182,98,213547,0.536,0.906,0.343,106.6,0.492,-6.02,0.118,Sad,3.56
New Rules,Dua Lipa,Pop,GB,2023,12,8610907,83,257484,0.564,0.928,0.234,71.0,0.357,-9.75,0.22,Melancholic,4.29
Watermelon Sugar,Harry Styles,Pop,GB,2020,8,6967751,94,280830,0.7,0.439,0.464,114.9,0.415,-7.82,0.046,Romantic,4.68
Love Story,Taylor Swift,Pop,US,2022,9,7515885,100,193119,0.652,0.478,0.41,86.7,0.117,-1.71,0.336,Sad,3.22
Perfect,Ed Sheeran,Pop,GB,2018,12,6334779,89,217176,0.626,0.668,0.139,116.6,0.437,-9.74,0.149,Happy,3.62
Broken Clocks,SZA,R&B,US,2018,9,6069772,85,284251,0.639,0.567,0.608,98.6,0.276,-6.52,0.067,Happy,4.74
Dhan Te Nan,Vishal-Shekhar,Bollywood,IN,2023,6,11345593,82,175414,0.405,0.74,0.169,107.2,0.246,-10.05,0.212,Sad,2.92
Levitating,Dua Lipa,Pop,GB,2019,7,5822258,80,213499,0.825,0.612,0.534,111.9,0.407,-10.35,0.136,Chill,3.56
Castle on the Hill,Ed Sheeran,Pop,GB,2021,10,8688460,97,210842,0.863,0.464,0.405,146.1,0.312,-6.22,0.202,Motivational,3.51
Agni Natchathiram,Ilaiyaraaja,Bollywood,IN,2023,7,2259641,57,259890,0.701,0.478,0.481,79.6,0.277,-14.79,0.124,Romantic,4.33
Golden,Harry Styles,Pop,GB,2022,8,3644545,85,204088,0.596,0.574,0.676,132.9,0.139,-6.12,0.168,Energetic,3.4
New Rules,Dua Lipa,Pop,GB,2022,8,5799299,95,208805,0.703,0.35,0.71,100.1,0.124,-4.43,0.05,Chill,3.48
Dola Re Dola,Shreya Ghoshal,Bollywood,IN,2020,12,2144773,71,186127,0.471,0.286,0.358,79.1,0.284,-6.13,0.116,Sad,3.1
God's Plan,Drake,Hip-Hop,CA,2023,4,5780618,94,227241,0.776,0.57,0.39,142.3,0.189,-7.33,0.144,Hype,3.79
Yellow,Coldplay,Rock/Pop,GB,2019,9,3741018,91,204858,0.681,0.783,0.674,131.0,0.27,-10.11,0.17,Sad,3.41
Psycho,Post Malone,Hip-Hop/Pop,US,2022,12,1684321,73,191777,0.303,0.66,0.2,143.1,0.178,-10.04,0.102,Happy,3.2
A Sky Full of Stars,Coldplay,Rock/Pop,GB,2023,1,11661235,83,230061,0.489,0.403,0.5,106.8,0.033,-5.81,0.081,Melancholic,3.83
HUMBLE,Drake,Hip-Hop,CA,2022,7,6535912,95,211944,0.714,0.505,0.544,141.4,0.161,-14.04,0.025,Melancholic,3.53
Love Story,Taylor Swift,Pop,US,2019,6,12439287,91,177813,0.522,0.77,0.591,127.3,0.244,-10.31,0.252,Melancholic,2.96
Roja,Ilaiyaraaja,Bollywood,IN,2023,7,2444734,55,217300,0.468,0.588,0.495,108.3,0.282,-8.35,0.102,Sad,3.62
Mouna Ragam,Ilaiyaraaja,Bollywood,IN,2020,12,1353311,68,180799,0.729,0.371,0.421,150.1,0.407,-5.71,0.128,Happy,3.01
A Sky Full of Stars,Coldplay,Rock/Pop,GB,2021,1,1248258,87,208072,0.556,0.151,0.136,130.5,0.41,-11.57,0.234,Romantic,3.47
Boy With Luv,BTS,K-Pop,KR,2019,1,5974630,91,205725,0.598,0.661,0.66,82.8,0.18,-10.58,0.037,Romantic,3.43
Thalapathi Theme,Ilaiyaraaja,Bollywood,IN,2023,1,1278126,78,204885,0.58,0.392,0.387,115.4,0.405,-9.14,0.052,Motivational,3.41
bad guy,Billie Eilish,Alt-Pop,US,2019,2,9016067,91,161614,0.586,0.645,0.665,118.7,0.313,-8.41,0.2,Chill,2.69
Senorita,Vishal-Shekhar,Bollywood,IN,2023,7,3206747,82,231456,0.774,0.681,0.712,109.3,0.236,-9.83,0.035,Sad,3.86
Good Days,SZA,R&B,US,2022,1,3143766,85,210915,0.624,0.268,0.535,134.1,0.264,-8.78,0.023,Melancholic,3.52
Cruel Summer,Taylor Swift,Pop,US,2020,12,19441969,92,160552,0.741,0.284,0.694,133.2,0.357,-10.75,0.064,Motivational,2.68
Physical,Dua Lipa,Pop,GB,2019,10,6863969,91,201871,0.955,0.814,0.804,102.4,0.341,-3.6,0.108,Romantic,3.36
Money Trees,Kendrick Lamar,Hip-Hop,US,2022,1,5858433,96,226146,0.669,0.557,0.579,112.7,0.218,-6.05,0.094,Chill,3.77
A Sky Full of Stars,Coldplay,Rock/Pop,GB,2022,2,3242841,90,249979,0.781,0.503,0.296,96.4,0.089,-6.95,0.116,Melancholic,4.17
Boy With Luv,BTS,K-Pop,KR,2020,2,7070270,83,202869,0.84,0.445,0.407,97.8,0.16,-8.78,0.391,Chill,3.38
Kusu Kusu,Nucleya,Electronic,IN,2020,12,1328625,84,180864,0.668,0.866,0.295,130.7,0.335,-15.26,0.081,Hype,3.01
Haare Re,Vishal-Shekhar,Bollywood,IN,2021,4,4699550,62,253808,0.87,0.767,0.444,108.9,0.44,-5.12,0.317,Motivational,4.23
Money Trees,Kendrick Lamar,Hip-Hop,US,2022,1,7684746,93,201784,0.513,0.373,0.371,135.4,0.232,-5.44,0.153,Hype,3.36
Raabta,Pritam,Bollywood,IN,2018,7,5784301,74,227898,0.674,0.393,0.472,105.7,0.34,-5.99,0.051,Romantic,3.8
Therefore I Am,Billie Eilish,Alt-Pop,US,2021,6,3645906,94,165217,0.689,0.377,0.192,109.9,0.277,-4.25,0.09,Happy,2.75
Perfect,Ed Sheeran,Pop,GB,2020,2,4183118,97,165981,0.766,0.538,0.333,131.1,0.362,-10.01,0.359,Sad,2.77
Circles,Post Malone,Hip-Hop/Pop,US,2022,3,2094850,91,210374,0.51,0.625,0.234,154.9,0.27,-9.49,0.238,Hype,3.51
Sunflower,Post Malone,Hip-Hop/Pop,US,2019,10,3402911,88,214012,0.549,0.624,0.642,133.3,0.068,-2.44,0.176,Chill,3.57
The Scientist,Coldplay,Rock/Pop,GB,2021,12,2328355,93,222937,0.469,0.853,0.49,114.6,0.363,-12.93,0.026,Romantic,3.72
Happier Than Ever,Billie Eilish,Alt-Pop,US,2020,4,4737527,79,229570,0.598,0.714,0.51,111.7,0.17,-8.95,0.361,Romantic,3.83
Kun Faya Kun,A.R. Rahman,Bollywood,IN,2022,6,8274355,71,165965,0.686,0.744,0.495,115.8,0.541,-7.9,0.2,Energetic,2.77
Galliyan,Pritam,Bollywood,IN,2018,11,3256771,83,196710,0.766,0.648,0.662,84.2,0.844,-11.86,0.214,Hype,3.28
Roja,Ilaiyaraaja,Bollywood,IN,2022,1,5224262,84,178584,0.871,0.848,0.296,103.4,0.396,-2.11,0.054,Hype,2.98
New Rules,Dua Lipa,Pop,GB,2020,8,5901465,88,217028,0.548,0.505,0.304,97.7,0.191,-12.9,0.288,Chill,3.62
Young and Beautiful,Lana Del Rey,Indie-Pop,US,2022,5,9293582,81,209827,0.715,0.718,0.52,130.2,0.134,-5.29,0.224,Sad,3.5
lovely,Billie Eilish,Alt-Pop,US,2019,1,1026742,84,210305,0.329,0.797,0.456,118.2,0.363,-8.86,0.05,Sad,3.51
Blue Jeans,Lana Del Rey,Indie-Pop,US,2018,9,7924562,84,246488,0.417,0.715,0.585,79.2,0.278,-8.57,0.325,Motivational,4.11
Dhan Te Nan,Vishal-Shekhar,Bollywood,IN,2021,2,5669281,80,254998,0.37,0.874,0.618,133.8,0.258,-5.58,0.214,Hype,4.25
Circles,Post Malone,Hip-Hop/Pop,US,2018,11,1389968,73,147612,0.522,0.826,0.576,102.0,0.285,-3.77,0.089,Romantic,2.46
Haare Re,Vishal-Shekhar,Bollywood,IN,2018,6,14389478,82,163619,0.918,0.78,0.56,121.2,0.553,-6.82,0.111,Motivational,2.73
Agni Natchathiram,Ilaiyaraaja,Bollywood,IN,2019,9,3022975,82,191510,0.467,0.37,0.411,83.6,0.376,-7.23,0.118,Chill,3.19
Therefore I Am,Billie Eilish,Alt-Pop,US,2021,10,11006568,100,257739,0.618,0.652,0.537,160.4,0.257,-6.42,0.068,Motivational,4.3
Don't Start Now,Dua Lipa,Pop,GB,2021,7,3718525,71,198679,0.63,0.449,0.579,119.6,0.516,-11.06,0.323,Romantic,3.31
Adore You,Harry Styles,Pop,GB,2020,7,6794554,77,237321,0.842,0.324,0.287,144.3,0.264,-5.41,0.228,Chill,3.96
DNA,Kendrick Lamar,Hip-Hop,US,2022,3,6023549,96,193548,0.549,0.939,0.342,107.7,0.22,-12.26,0.024,Romantic,3.23
Raabta,Pritam,Bollywood,IN,2019,9,3153573,69,206174,0.716,0.65,0.439,106.7,0.753,-9.08,0.039,Sad,3.44
Dhan Te Nan,Vishal-Shekhar,Bollywood,IN,2019,12,5491016,68,267468,0.55,0.73,0.639,100.7,0.28,-4.43,0.075,Energetic,4.46
Summertime Sadness,Lana Del Rey,Indie-Pop,US,2019,7,2507587,73,186683,0.431,0.726,0.44,113.9,0.263,-8.38,0.038,Hype,3.11
Laugh Now Cry Later,Drake,Hip-Hop,CA,2022,12,5773920,98,188993,0.741,0.697,0.621,97.5,0.399,-10.49,0.181,Motivational,3.15
Video Games,Lana Del Rey,Indie-Pop,US,2020,9,8770948,83,199379,0.806,0.532,0.432,106.2,0.19,-3.92,0.109,Happy,3.32
Balam Pichkari,Vishal-Shekhar,Bollywood,IN,2023,3,5403122,66,228465,0.751,0.647,0.692,110.6,0.5,-7.52,0.29,Happy,3.81
Dil Se,A.R. Rahman,Bollywood,IN,2021,11,1858080,77,234091,0.433,0.405,0.61,138.2,0.203,-7.52,0.197,Melancholic,3.9
Alright,Kendrick Lamar,Hip-Hop,US,2020,6,12274149,82,228997,0.313,0.432,0.481,157.7,0.303,-4.24,0.205,Motivational,3.82
Kusu Kusu,Nucleya,Electronic,IN,2020,6,1689354,82,209421,0.85,0.361,0.359,139.0,0.368,-10.17,0.091,Happy,3.49
As It Was,Harry Styles,Pop,GB,2020,11,4187421,78,160432,0.628,0.722,0.483,75.3,0.662,-7.8,0.085,Romantic,2.67
Broken Clocks,SZA,R&B,US,2023,11,3336427,89,221807,0.673,0.533,0.641,89.7,0.428,-5.44,0.101,Energetic,3.7
Barso Re,Shreya Ghoshal,Bollywood,IN,2020,11,2792765,77,228747,0.33,0.622,0.297,108.2,0.22,-2.62,0.221,Hype,3.81
HUMBLE,Kendrick Lamar,Hip-Hop,US,2021,10,10037708,100,217463,0.67,0.568,0.655,141.2,0.174,-4.9,0.025,Chill,3.62
DNA,Kendrick Lamar,Hip-Hop,US,2019,11,3767950,86,166697,0.521,0.272,0.646,83.4,0.189,-8.57,0.231,Motivational,2.78
Golden,Harry Styles,Pop,GB,2022,7,9619686,77,245247,0.765,0.664,0.669,131.7,0.266,-3.53,0.196,Melancholic,4.09
Shake It Off,Taylor Swift,Pop,US,2020,4,3107744,89,193046,0.895,0.596,0.715,124.1,0.42,-7.97,0.264,Motivational,3.22
Sunflower,Post Malone,Hip-Hop/Pop,US,2023,5,6790857,80,200825,0.777,0.752,0.644,158.3,0.638,-7.84,0.043,Sad,3.35
Thinking Out Loud,Ed Sheeran,Pop,GB,2020,12,4115169,90,178212,0.738,0.259,0.31,126.5,0.21,-9.43,0.228,Hype,2.97
Watermelon Sugar,Harry Styles,Pop,GB,2019,1,4079696,90,272522,0.394,0.639,0.315,124.3,0.319,-7.79,0.037,Energetic,4.54
Therefore I Am,Billie Eilish,Alt-Pop,US,2023,12,4178084,93,230082,0.322,0.718,0.433,107.3,0.424,-2.13,0.289,Melancholic,3.83
Kun Faya Kun,A.R. Rahman,Bollywood,IN,2021,2,2200832,88,207207,0.7,0.361,0.504,118.9,0.173,-6.82,0.114,Melancholic,3.45
Blank Space,Taylor Swift,Pop,US,2022,1,5117147,92,232418,0.756,0.149,0.307,121.8,0.302,-9.15,0.076,Happy,3.87
Haare Re,Vishal-Shekhar,Bollywood,IN,2018,2,3597224,64,161532,0.783,0.623,0.373,120.5,0.036,-8.59,0.38,Chill,2.69
Thalapathi Theme,Ilaiyaraaja,Bollywood,IN,2018,11,2493694,73,203324,0.548,0.704,0.272,125.8,0.202,-5.09,0.015,Sad,3.39
Sun Raha Hai,Shreya Ghoshal,Bollywood,IN,2019,12,1531704,83,258756,0.677,0.392,0.474,121.7,0.527,-3.56,0.113,Chill,4.31
DNA,Kendrick Lamar,Hip-Hop,US,2019,9,4123845,79,174012,0.769,0.624,0.339,156.8,0.293,-14.56,0.08,Energetic,2.9
Tum Hi Ho,Arijit Singh,Bollywood,IN,2023,6,1545802,97,213785,0.624,0.533,0.699,103.7,0.421,-7.2,0.203,Motivational,3.56
Born To Die,Lana Del Rey,Indie-Pop,US,2022,5,2292868,82,258222,0.563,0.821,0.723,108.5,0.064,-9.2,0.438,Hype,4.3
Laugh Now Cry Later,Drake,Hip-Hop,CA,2019,10,5654425,100,207186,0.658,0.527,0.184,101.5,0.214,-4.84,0.174,Hype,3.45
Love Galore,SZA,R&B,US,2022,11,8150445,85,251996,0.447,0.781,0.483,104.4,0.65,-9.5,0.152,Chill,4.2
Break My Heart,Dua Lipa,Pop,GB,2022,4,6012590,83,217405,0.557,0.538,0.475,123.1,0.129,-9.73,0.174,Melancholic,3.62
Alright,Kendrick Lamar,Hip-Hop,US,2020,7,4900110,86,164679,0.313,0.647,0.241,103.3,0.338,-2.01,0.011,Chill,2.74
Hotline Bling,Drake,Hip-Hop,CA,2018,1,10138807,94,224721,0.406,0.685,0.755,86.2,0.429,-8.31,0.285,Energetic,3.75
Physical,Dua Lipa,Pop,GB,2021,9,6489374,91,216288,0.747,0.83,0.767,150.0,0.148,-9.55,0.276,Happy,3.6
Born To Die,Lana Del Rey,Indie-Pop,US,2020,1,3867214,69,228796,0.756,0.253,0.699,127.4,0.121,-9.36,0.162,Sad,3.81
Dola Re Dola,Shreya Ghoshal,Bollywood,IN,2019,1,22753609,84,186047,0.666,0.669,0.385,112.3,0.162,-6.83,0.031,Motivational,3.1
Chaiyya Chaiyya,A.R. Rahman,Bollywood,IN,2022,7,5113516,80,226512,0.514,0.487,0.473,138.4,0.301,-4.0,0.125,Sad,3.78
Happier Than Ever,Billie Eilish,Alt-Pop,US,2023,12,4477545,89,249529,0.384,0.468,0.845,151.5,0.265,-8.63,0.062,Sad,4.16
Dhan Te Nan,Vishal-Shekhar,Bollywood,IN,2020,2,1580160,74,180277,0.48,0.769,0.796,119.1,0.592,-6.85,0.076,Sad,3.0
lovely,Billie Eilish,Alt-Pop,US,2022,12,4703146,93,164858,0.436,0.554,0.63,95.3,0.013,-4.34,0.127,Chill,2.75
Dola Re Dola,Shreya Ghoshal,Bollywood,IN,2020,7,8691133,78,262802,0.44,0.611,0.701,99.0,0.131,-3.56,0.018,Romantic,4.38
